review_id,text,relevance,sentiment,behaviours,barriers
325392bc-0cfa-4a2a-a749-dbde59d6dc9a,Fabulous 😍,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Product appearance, Size/Fit, Availability, Choice overload, Return/Exchange, Product discovery, Product comparison, Price, Delivery"
c0de97f9-177d-477f-936d-23b23ea88ca9,one of the best e commerce website with true retailers.,Direct,positive,"Purchased, Compared products, Considered but didn't buy, Wishlisted/Saved","Price, Product comparison, Delivery, Recommendations, Size/Fit, Product discovery, Product appearance, Trust, Availability, Reviews/ratings"
330b5432-8d70-498e-b297-46ae1b84c9c1,best shopping app,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Product discovery, Delivery, Price, Product comparison, Recommendations"
2f08044b-0c54-4fe2-b8b4-7abe33aea6de,good app for clothes,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products",Size/Fit
51a8aa11-926c-43ae-a147-430d66b901ba,Good product,Indirect,positive,"Purchased, Compared products, Considered but didn't buy, Wishlisted/Saved","Availability, Delivery, Size/Fit, Product appearance, Reviews/ratings, Product comparison, Product discovery, Price"
53ba222e-b31c-4e1d-bec3-5b92d0f86ba0,so nice 👍 aap sabhi le sakte hai,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings, Trust"
fd7af7d4-5dab-43f0-aef6-5c76b5bc84a6,happy with service,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products","Availability, Delivery, Reviews/ratings, Price, Product appearance"
73558eff-efb9-4da5-bec1-e2824968d687,"Good interface and shopping experience.I placed the order and it showed,it will be delivered in 2 days.I waited for it and on the day of delivery,they ghosted me at evening saying order cancelled due to operation constrains.Like why did you waste my time,would not recommend to people that actually need the product on time.Wasted my 2 days.",Indirect,positive,"Waiting, Purchased, Compared products, Considered but didn't buy","Quality uncertainty, Availability, Delivery, Discount waiting, Reviews/ratings, Size/Fit, Product appearance, Trust, Product discovery, Price, Recommendations, Return/Exchange, Choice overload"
b12c5f6f-555b-46dd-a6f7-83aaeb0fed01,good product and fast delivery 👌,Direct,positive,"Purchased, Compared products, Wishlisted/Saved, Waiting","Delivery, Availability, Product appearance, Reviews/ratings, Size/Fit, Recommendations, Discount waiting, Product comparison"
a332d68d-2252-45e2-894e-1e2e3dc96e23,awesome app ...,Indirect,positive,"Purchased, Wishlisted/Saved, Considered but didn't buy","Product discovery, Delivery, Price, Product comparison, Recommendations, Trust, Availability, Size/Fit"
e8c02c9a-53f8-418a-8762-91a6745bcd3c,good 👍,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products","Reviews/ratings, Availability, Trust, Product appearance"
261ff4fd-3c2d-4d34-82df-64862529a31e,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
166f01ff-162a-415f-933f-1ce3c81d4531,"shittiest services ...they deliver the incorrect order first and then delay the exchange, making it worse, don't even let me cancel the order and then I get stuck in the endless customer care loop, they disconnected the calls in between and don't even provide refund later...worst experience",Indirect,negative,"Purchased, Compared products, Considered but didn't buy, Wishlisted/Saved, Waiting","Return/Exchange, Delivery, Choice overload, Quality uncertainty, Size/Fit, Reviews/ratings, Availability, Price, Recommendations, Discount waiting, Product appearance"
aaad2b9a-7036-41c3-95f3-1248177b604f,great,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Reviews/ratings, Product appearance"
e7220037-d4d9-41da-b92c-37652bf85cfa,very nice 👌,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Product appearance, Reviews/ratings, Price"
7e177dfa-cdae-44c9-a7e2-b424da5cb4cf,nove,Indirect,neutral,"Purchased, Considered but didn't buy","Quality uncertainty, Product discovery"
b3a0a46b-dedc-418b-a2c8-0719a1ed88fd,excellent,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Product appearance, Availability, Price, Size/Fit, Delivery, Recommendations, Trust, Return/Exchange"
5dad1740-28e3-4bc9-83df-88b2b6868253,Very Good 👍,Direct,positive,"Purchased, Wishlisted/Saved, Compared products, Waiting","Reviews/ratings, Size/Fit, Availability, Product appearance, Delivery, Trust, Price, Return/Exchange, Recommendations"
d947a6dc-27e6-4914-b987-b533a6cdacc4,100% guarantee app,Direct,positive,Purchased,"Availability, Delivery, Product discovery"
a94a4754-e7f8-4ff1-8d4b-7d26638ded2f,excellent quality of cloths ... go for it,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Product appearance, Availability, Product comparison, Price, Size/Fit, Reviews/ratings"
fed85a40-cb1c-4680-8fcd-cd7827ba61d3,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
1fa8f5c8-9c91-49a0-849a-5831cc4e1603,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
ae2458dd-ce15-4584-9e38-e775ee058a6c,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
0dc83d21-d288-4fe3-8e22-0361fae9a4f8,fast delivery such a nice experience,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Delivery, Availability, Reviews/ratings, Size/Fit, Price, Product appearance, Recommendations"
2cdf0d5b-62d2-4a4e-b2a4-44325ae3d9e8,great experience,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Reviews/ratings, Delivery, Price"
757178d5-6e0c-4d19-af1f-a82dcfe9903f,Nice experience,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products","Availability, Reviews/ratings, Product appearance, Delivery, Size/Fit, Price"
27847469-2991-46a1-a468-6c8ad8d22d00,I don't know why I give1 star also...my offer order directly canceled...without my knowledge and refund credited...but atleast check why we ordered on your site..& also check customer urgencies...My experience is very very bad 👎,Direct,negative,"Purchased, Compared products","Reviews/ratings, Delivery, Price, Return/Exchange, Choice overload, Quality uncertainty, Size/Fit, Availability"
63a6fb53-52ff-4c38-bb8e-27c1f03734ca,good 👍 myntra,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Product appearance"
dfc8886c-a8a0-493d-9ae4-9106af94f1d2,very good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Price, Product appearance, Availability, Delivery, Size/Fit, Recommendations"
52f227b2-a245-48ba-ba7a-9deedf34caa6,Nice,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Product appearance, Reviews/ratings, Size/Fit, Availability, Price"
9cf60427-2b17-4db4-a58a-824f98e44377,very High platform Fee not refunded,Direct,negative,"Purchased, Considered but didn't buy, Compared products","Price, Delivery, Availability, Reviews/ratings"
882ceeb4-2f4c-40dd-8035-7b4ad95b3e5c,Delivers exactly as is shown in the pictures,Direct,neutral,Purchased,"Delivery, Availability, Product appearance, Size/Fit, Price"
c04ef51a-074f-44fa-83ac-9d408d3e7d0e,nice app,Indirect,positive,"Purchased, Wishlisted/Saved","Delivery, Product discovery, Reviews/ratings"
0b604ae1-bfc9-4ddb-ab59-835e9d53c385,Great Discount and wide rage of product.,Direct,positive,"Compared products, Purchased, Wishlisted/Saved","Product appearance, Product comparison, Price, Choice overload, Size/Fit, Delivery, Product discovery, Discount waiting, Reviews/ratings, Recommendations, Availability"
169784f4-8cf7-41f7-9fd7-31232e937a00,genuine quality genuine products,Direct,positive,"Compared products, Purchased, Considered but didn't buy, Wishlisted/Saved","Product comparison, Availability, Trust, Reviews/ratings, Delivery, Size/Fit"
174f535a-918c-4910-a660-3b1a7449a5c8,best quality and best Shopping App Myntra,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Product discovery, Product comparison, Reviews/ratings, Recommendations, Price, Product appearance, Availability"
9fc73e57-2479-44e7-a35c-b091829ec3d5,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
d3353a1f-b81d-4c6c-984a-320a5a1a2ba1,Good quality,Direct,positive,"Purchased, Compared products, Considered but didn't buy, Wishlisted/Saved","Size/Fit, Product appearance, Availability, Price, Reviews/ratings, Delivery, Trust, Product comparison, Recommendations"
2e129cad-a5c7-4016-9fba-4e514d968ce0,"we have to continuously report a single issue multiple times but still they do not care about your concern. without resolving the issue they just show that the issue has been resolved. the products were missing. and also when you get refund for a return item the money is shown that it has been transferred but actually it has not been transferred. the customer care service is too slow, and very rigid.",Indirect,negative,"Purchased, Compared products, Waiting, Considered but didn't buy, Wishlisted/Saved","Return/Exchange, Quality uncertainty, Price, Choice overload, Availability, Size/Fit, Delivery, Product appearance, Recommendations, Discount waiting, Trust, Reviews/ratings, Product comparison, Product discovery"
10bdc81a-b7a9-4aa4-a559-601568aeb80b,one of the worst app I have ever experienced I ordered from there of 1100 words which was not of good quality return the product later on I got the message that I cancelled the request to return the product I don't even get the product and not even my refund show customers be aware about Myntra adjust cause fraud scams whatever you can call it,Indirect,negative,"Purchased, Compared products, Considered but didn't buy, Waiting","Quality uncertainty, Product appearance, Choice overload, Size/Fit, Reviews/ratings, Price, Recommendations, Return/Exchange, Availability"
a819ac23-7018-4084-b582-d08a603636b2,very good discount,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Price, Availability, Size/Fit, Reviews/ratings, Delivery, Product appearance, Product comparison"
617daf31-d483-4789-9d2b-2a50664b450c,super,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Product appearance, Size/Fit"
a669ed4d-befa-4e6c-813b-b769ffbb7a52,best experience on this app,Direct,positive,"Wishlisted/Saved, Purchased, Compared products","Recommendations, Reviews/ratings, Availability, Product comparison, Delivery, Price, Product discovery, Product appearance"
1f4fff4f-ae42-45c8-9567-d44145194ab7,it's good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Reviews/ratings, Availability, Product appearance, Price, Trust, Delivery, Recommendations, Return/Exchange, Size/Fit"
0c60366f-256d-450c-9b00-1a8de1705df6,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
76b7f2a3-47b7-4bb1-94df-77210a4ca290,awesome 🌸,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Reviews/ratings, Product appearance, Availability, Recommendations, Product comparison, Product discovery, Return/Exchange, Trust, Price, Delivery"
92f94a3f-084d-4642-ada7-28f54e8fdc21,this app is so good! like I've been using this app for a long time. never got scammed or anything...,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Waiting","Reviews/ratings, Size/Fit, Recommendations, Delivery, Product discovery, Product comparison, Trust, Price, Availability, Return/Exchange, Product appearance, Quality uncertainty"
332acda9-1734-4edf-862c-2eaa95c900ea,Product quality is good at a low range price 🙌,Direct,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy, Waiting","Price, Product comparison, Discount waiting, Availability, Delivery, Size/Fit, Recommendations, Reviews/ratings, Trust, Product discovery, Return/Exchange, Product appearance, Quality uncertainty"
b46e429c-5612-4f9f-a32c-4e5b24cf1919,love this but platform fee 23 is a bit high.. please reduce it,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Price, Delivery, Reviews/ratings, Product comparison"
dc36f643-692d-4a62-bf0d-0e353f57b5eb,nice app,Indirect,positive,"Purchased, Wishlisted/Saved","Delivery, Product discovery, Reviews/ratings"
edbb5ff8-404c-4d0b-b5e1-9c37e8eff3a5,very bad experience... they don't exchange a hrx product,Indirect,negative,Compared products,"Delivery, Availability, Price, Quality uncertainty, Reviews/ratings, Return/Exchange, Product appearance"
0a88227b-4cef-4931-9a39-8d777c6d5222,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
b39c643d-0338-412a-b42c-fcc647b6e1f5,Best shopping platform 👍.I love it.,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Product discovery, Delivery, Price, Product comparison, Size/Fit, Product appearance, Choice overload, Recommendations, Reviews/ratings, Availability, Return/Exchange, Discount waiting"
be6ce6b1-1f2d-4186-a573-60bccc6e74f8,Best,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Reviews/ratings, Recommendations, Product appearance, Product comparison, Price"
320e4337-6211-4a7b-aeb7-c07b93089038,♥️,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved",
6f135c27-adf6-47a4-b15e-73c107ab8117,shoping was extremely good and smooth and easy also 🙌,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Product appearance, Price, Delivery, Size/Fit, Product comparison, Reviews/ratings, Product discovery, Return/Exchange, Availability, Recommendations"
6c108163-3458-40e6-a6af-e09d1773e750,"i have been using Myntra for last 5 years, I am so happy and completely satisfied with the services",Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Price, Reviews/ratings, Product appearance, Product discovery, Size/Fit, Recommendations, Availability, Return/Exchange"
71c930ec-37b5-4a86-ad94-b7ccdb886102,best shopping apps for clothes,Indirect,neutral,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Recommendations, Size/Fit, Price"
5b29805f-f3b5-47b1-8cb5-31dd3a914f0a,not deliver to my item for the date,Indirect,negative,"Purchased, Waiting, Compared products, Considered but didn't buy, Wishlisted/Saved","Product appearance, Size/Fit, Price, Quality uncertainty, Discount waiting, Availability, Product comparison"
e0be94f1-b2dc-4a02-b6dd-6851181c17dc,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
dc6e9bff-6a68-41e0-af7d-9140aac875b7,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
2b614368-6bab-434f-a632-d59cfca56160,"Good App, easy interface.",Direct,positive,"Purchased, Considered but didn't buy, Compared products, Wishlisted/Saved","Size/Fit, Recommendations, Product appearance, Product discovery, Delivery, Product comparison, Reviews/ratings, Price, Return/Exchange, Availability"
4cebb71b-e86d-461a-ac96-b11bcd0c3ed6,good quality stuff,Direct,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Product comparison, Reviews/ratings, Product appearance, Delivery, Size/Fit, Price, Trust, Return/Exchange, Recommendations, Product discovery"
7a3d11bf-a960-49e3-8f09-83cf5bba3fc5,shopping choice no1 myntra ❣️,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Product comparison, Reviews/ratings, Size/Fit, Price, Product appearance, Product discovery"
862bae44-fdf4-4ef7-b305-2fde16efd0a6,good aap for shopping,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Delivery, Product appearance, Reviews/ratings, Size/Fit, Product comparison, Price, Discount waiting"
2195bc73-d935-46ba-a8ba-d04b629723f1,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
47a759e2-18e8-4f29-96dc-5361eccaa44c,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
8090b791-91b0-4af3-a9ec-02df8ed028e5,very nice app,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved","Reviews/ratings, Delivery, Product discovery, Recommendations, Price, Trust, Product appearance"
03acbf60-649b-43ce-a16b-3204507425b9,amazing experience,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Availability, Reviews/ratings, Choice overload, Delivery, Trust, Price, Recommendations, Return/Exchange"
8651403a-926e-416b-b101-c30007d93a62,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
e74345e0-921d-43d0-9ea2-d035fda8ebb9,Good service 👍👍,Direct,positive,"Wishlisted/Saved, Purchased, Compared products, Waiting","Availability, Delivery, Reviews/ratings, Discount waiting, Price, Recommendations, Return/Exchange"
94d098a4-009c-45a8-a93f-6754ae0f215b,best shopping app,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Product discovery, Delivery, Price, Product comparison, Recommendations"
275ded63-72b9-4a12-8179-2b992a5b1610,very nice,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Product appearance, Reviews/ratings, Price, Availability"
4b846e56-857f-4fc8-9bb1-5f1abe7ef88a,very good app deliver very good products,Direct,positive,"Compared products, Purchased, Wishlisted/Saved, Considered but didn't buy, Waiting","Delivery, Product discovery, Size/Fit, Availability, Recommendations, Price, Product comparison, Reviews/ratings, Trust, Product appearance, Return/Exchange"
3a1e5245-a59d-40c7-a88c-98859171a3ad,I recently ordered one water bottle from myntra bit it didn't show i tried to cancel it. Now it's been a week and I still hasn't received any messages or my money back.,Indirect,negative,"Purchased, Waiting, Compared products","Quality uncertainty, Product appearance, Discount waiting, Return/Exchange, Availability, Product discovery"
7c73817c-4277-4509-aa9b-23a585184ef1,thus platform is very much better than other ones I have oder many times from myntra and I geinuely love with this love u soo much myntra ♥️🌷,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Product comparison, Reviews/ratings, Product appearance, Availability, Trust, Recommendations, Price"
d733e74f-3330-43c9-975d-a8521d4c81eb,it's preety good,Direct,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy, Waiting","Price, Reviews/ratings, Product appearance, Availability, Size/Fit, Recommendations, Trust, Return/Exchange, Delivery, Product comparison, Product discovery"
cfc3672a-dc27-4d76-a853-e3643193fd6f,very nice products and services,Indirect,positive,"Compared products, Purchased, Wishlisted/Saved, Considered but didn't buy","Product appearance, Reviews/ratings, Product comparison, Choice overload, Delivery, Recommendations, Price, Availability"
8f2ed57f-3e8a-4534-9f12-93cf48c12413,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
0b876697-3c65-4387-bd54-f35c525dd71b,all product best rahta hai,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Product comparison, Choice overload, Reviews/ratings, Price, Recommendations, Delivery, Product appearance"
91dfa9f8-a4e1-4f20-8cac-d4f77745fdef,good app,Indirect,positive,"Purchased, Wishlisted/Saved","Delivery, Product discovery, Reviews/ratings, Recommendations"
ad8c94d6-6e53-4b86-bde3-e369f0adbae4,always trusted platform,Direct,positive,"Purchased, Compared products","Availability, Trust, Delivery, Price, Recommendations, Reviews/ratings"
bb67f3fd-34ef-426d-ae91-328cc9a71029,best app,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products","Product comparison, Recommendations, Delivery, Product discovery, Reviews/ratings, Price, Availability"
9d8954f8-b201-475e-a26d-eb4d9d51f22b,best service 😃 And product is as same as shown in image 😃,Direct,positive,Purchased,"Product appearance, Delivery"
76b71486-3009-4075-ab72-c9ca995e4770,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
432fad2c-d285-4980-a722-d5d72fa0815a,The best app ever 🫶🏻❤️‍🩹,Indirect,positive,"Purchased, Wishlisted/Saved","Recommendations, Product discovery, Size/Fit, Trust, Product comparison, Price, Delivery, Reviews/ratings"
71245c78-2dd2-4b94-a38d-c36a59eadcb6,Mind blowing ❤️,Indirect,positive,Compared products,"Choice overload, Trust, Quality uncertainty"
83b76a08-9962-453a-9eb9-1cc01bacde48,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
8318b74d-6e33-4ade-b28d-1d3a6222a27c,wonderful,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Product appearance, Availability, Price, Trust, Recommendations, Size/Fit, Delivery"
137476c2-66c3-4c5e-9a20-5984f57c1504,good product I love it,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products","Reviews/ratings, Size/Fit, Delivery, Product appearance, Product discovery, Price, Availability, Recommendations, Trust, Return/Exchange, Product comparison"
dd2a47b0-5e4c-4568-8990-081987a09737,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
542e0ef1-c8dd-4f81-b90b-9575922d7e89,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
8f8252d4-b24f-42d3-8fc9-433fd3da64e6,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
3408bcf4-541b-4889-8620-a7199cd7c9a3,awesome,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Availability, Product appearance, Reviews/ratings, Price, Product discovery, Trust, Delivery, Recommendations"
f8cfce93-ec93-4ce9-8ae5-fe50f763f202,Myntra is Tag good quality Cloth we ordered 90% good quality Cloth.,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Product discovery, Product comparison, Availability, Delivery, Product appearance, Price, Size/Fit, Reviews/ratings, Recommendations, Return/Exchange"
bbc11540-efa5-4f27-a886-75ba3fdb0666,good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved, Considered but didn't buy","Availability, Reviews/ratings, Product appearance, Recommendations, Size/Fit, Quality uncertainty, Trust, Price"
a0cd14ef-793c-4948-a7d7-63cb49980e34,Awesome👍🏻,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Product appearance, Reviews/ratings, Availability, Product comparison, Recommendations, Return/Exchange, Product discovery, Price"
0542528a-bb85-4391-8a65-3bbdd186e4d9,very good service,Direct,positive,"Purchased, Wishlisted/Saved, Waiting, Compared products","Availability, Delivery, Reviews/ratings, Price, Discount waiting, Size/Fit, Return/Exchange"
8c5d2d2e-3e6d-4251-a4d8-cc54759a04ae,best service,Direct,positive,"Purchased, Wishlisted/Saved, Compared products","Availability, Delivery, Recommendations, Reviews/ratings, Price"
bb618929-6c63-4574-b794-c67041170983,best,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Availability, Recommendations, Reviews/ratings, Price, Product appearance"
39025bcb-b253-46ec-b8ba-bbb2135fb34f,super,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Availability, Product appearance, Size/Fit"
553bddf9-2faf-468f-a693-0ef084cee8af,very good,Indirect,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Price, Product appearance, Availability, Delivery, Size/Fit, Recommendations"
67b4f1fa-abc0-44ab-9b46-3eeb7c7830be,very good 💯,Indirect,positive,"Purchased, Wishlisted/Saved, Compared products, Considered but didn't buy","Reviews/ratings, Price, Product appearance, Availability"
9d28736a-26b7-4bcb-853e-a5140522b523,nice,Indirect,positive,"Purchased, Considered but didn't buy, Wishlisted/Saved, Compared products","Product appearance, Reviews/ratings"
79b77eff-7e13-4b04-9c35-d33731ac8196,every product have excellent.. superb quality...thanks myntra,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Product comparison, Availability, Product discovery, Price, Delivery"
b2a47c0c-33c7-41f9-a061-ba3c06aa2c77,awesome Product Awesome Service,Direct,positive,"Compared products, Purchased, Wishlisted/Saved, Considered but didn't buy","Delivery, Reviews/ratings, Availability, Product comparison, Discount waiting, Product discovery, Product appearance, Recommendations"
9830e136-b2e6-4df2-8f1f-a72d0a05d1fc,very good is my experience with this app nice 👍so good shopping app,Direct,positive,"Purchased, Compared products, Wishlisted/Saved","Reviews/ratings, Product comparison, Size/Fit, Product discovery, Delivery, Recommendations, Price, Discount waiting, Availability, Product appearance, Return/Exchange"
